Geneid	a10	a15	a16	a17	a18	a19	a20	a9
ENSMUSG00000101521	0	0	0	0	0	0	0	0
ENSMUSG00000094081	0	0	0	0	0	0	0	0
ENSMUSG00000101181	0	0	0	0	0	0	0	0
ENSMUSG00000100645	0	0	0	0	0	0	0	0
ENSMUSG00000100124	0	0	0	0	0	0	0	0
ENSMUSG00000101956	0	0	0	0	0	0	0	0
ENSMUSG00000101351	0	0	0	0	0	0	0	0
ENSMUSG00000100412	0	0	0	0	0	0	0	0
ENSMUSG00000102026	0	0	0	0	0	0	0	0
ENSMUSG00000099800	0	0	0	0	0	0	0	0
ENSMUSG00000099861	0	0	0	0	0	0	0	0
ENSMUSG00000095324	0	0	0	0	0	0	0	0
ENSMUSG00000101616	0	0	0	0	0	0	0	0
ENSMUSG00000100258	0	0	0	0	0	0	0	0
ENSMUSG00000101229	0	0	0	0	0	0	0	0
ENSMUSG00000101456	0	0	0	0	0	0	0	0
ENSMUSG00000100421	0	0	0	0	0	0	0	0
ENSMUSG00000103618	0	0	0	0	0	0	0	0
ENSMUSG00000101928	0	0	0	0	0	0	0	0
ENSMUSG00000100239	0	0	0	0	0	0	0	0
ENSMUSG00000100460	0	0	0	0	0	0	0	0
ENSMUSG00000101331	0	0	0	0	0	0	0	0
ENSMUSG00000101366	0	0	0	0	0	0	0	0
ENSMUSG00000101142	0	0	0	0	0	0	0	0
ENSMUSG00000100047	0	0	0	0	0	0	0	0
ENSMUSG00000101858	0	0	0	0	0	0	0	0
ENSMUSG00000100933	0	0	0	0	0	0	0	0
ENSMUSG00000100804	0	0	0	0	0	0	0	0
ENSMUSG00000101672	0	0	0	0	0	0	0	0
ENSMUSG00000099929	0	0	0	0	0	0	0	0
ENSMUSG00000099939	0	0	0	0	0	0	0	0
ENSMUSG00000100491	0	0	0	0	0	0	0	0
ENSMUSG00000099566	0	0	0	0	0	0	0	0
ENSMUSG00000101053	0	0	0	0	0	0	0	0
ENSMUSG00000101732	0	0	0	0	0	0	0	0
ENSMUSG00000101056	0	0	0	0	0	0	0	0
ENSMUSG00000099904	0	0	0	0	0	0	0	0
ENSMUSG00000099523	0	0	0	0	0	0	0	0
ENSMUSG00000100542	0	0	0	0	0	0	0	0
ENSMUSG00000099956	0	0	0	0	0	0	0	0
ENSMUSG00000101095	0	0	0	0	0	0	0	0
ENSMUSG00000100463	0	0	0	0	0	0	0	0
ENSMUSG00000101977	0	0	0	0	0	0	0	0
ENSMUSG00000100661	0	0	0	0	0	0	0	0
ENSMUSG00000100571	0	0	0	0	0	0	0	0
ENSMUSG00000100049	0	0	0	0	0	0	0	0
ENSMUSG00000100477	0	0	0	0	0	0	0	0
ENSMUSG00000100800	0	0	0	0	0	0	0	0
ENSMUSG00000099439	0	0	0	0	0	0	0	0
ENSMUSG00000095032	0	0	0	0	0	0	0	0
ENSMUSG00000099372	0	0	0	0	0	0	0	0
ENSMUSG00000101699	0	0	0	0	0	0	0	0
ENSMUSG00000095242	0	0	0	0	0	0	0	0
ENSMUSG00000100742	0	0	0	0	0	0	0	0
ENSMUSG00000100730	0	0	0	0	0	0	0	0
ENSMUSG00000100567	0	0	0	0	0	0	0	0
ENSMUSG00000094838	0	0	0	0	0	0	0	0
ENSMUSG00000101319	0	0	0	0	0	0	0	0
ENSMUSG00000101789	0	0	0	0	0	0	0	0
ENSMUSG00000100015	0	0	0	0	0	0	0	0
ENSMUSG00000099572	0	0	0	0	0	0	0	0
ENSMUSG00000101690	0	0	0	0	0	0	0	0
ENSMUSG00000101842	0	0	0	0	0	0	0	0
ENSMUSG00000101871	0	0	0	0	0	0	0	0
ENSMUSG00000100919	0	0	0	0	0	0	0	0
ENSMUSG00000101123	0	0	0	0	0	0	0	0
ENSMUSG00000101276	0	0	0	0	0	0	0	0
ENSMUSG00000100368	0	0	0	0	0	0	0	0
ENSMUSG00000103330	0	0	0	0	0	0	0	0
ENSMUSG00000104505	0	0	0	0	0	0	0	0
ENSMUSG00000104468	0	0	0	0	0	0	0	0
ENSMUSG00000094227	0	0	0	0	0	0	0	0
ENSMUSG00000103681	0	0	0	0	0	0	0	0
ENSMUSG00000104409	0	0	0	0	0	0	0	0
ENSMUSG00000104127	0	0	0	0	0	0	0	0
ENSMUSG00000103872	0	0	0	0	0	0	0	0
ENSMUSG00000102787	0	0	0	0	0	0	0	0
ENSMUSG00000104499	0	0	0	0	0	0	0	0
ENSMUSG00000103431	0	0	0	0	0	0	0	0
ENSMUSG00000104260	0	0	0	0	0	0	0	0
ENSMUSG00000102251	0	0	0	0	0	0	0	0
ENSMUSG00000102366	0	0	0	0	0	0	0	0
ENSMUSG00000103909	0	0	0	0	0	0	0	0
ENSMUSG00000102835	0	0	0	0	0	0	0	0
ENSMUSG00000103943	0	0	0	0	0	0	0	0
ENSMUSG00000102624	0	0	0	0	0	0	0	0
ENSMUSG00000102138	0	0	0	0	0	0	0	0
ENSMUSG00000102582	0	0	0	0	0	0	0	0
ENSMUSG00000103666	0	0	0	0	0	0	0	0
ENSMUSG00000104207	0	0	0	0	0	0	0	0
ENSMUSG00000102392	0	0	0	0	0	0	0	0
ENSMUSG00000095172	0	0	0	0	0	0	0	0
ENSMUSG00000102754	0	0	0	0	0	0	0	0
ENSMUSG00000103167	0	0	0	0	0	0	0	0
ENSMUSG00000102387	0	0	0	0	0	0	0	0
ENSMUSG00000102208	0	0	0	0	0	0	0	0
ENSMUSG00000102265	0	0	0	0	0	0	0	0
ENSMUSG00000104490	0	0	0	0	0	0	0	0
ENSMUSG00000103112	0	0	0	0	0	0	0	0
ENSMUSG00000103234	0	0	0	0	0	0	0	0
ENSMUSG00000102288	0	0	0	0	0	0	0	0
ENSMUSG00000103417	0	0	0	0	0	0	0	0
ENSMUSG00000094829	0	0	0	0	0	0	0	0
ENSMUSG00000102867	0	0	0	0	0	0	0	0
ENSMUSG00000102968	0	0	0	0	0	0	0	0
ENSMUSG00000103796	0	0	0	0	0	0	0	0
ENSMUSG00000102552	0	0	0	0	0	0	0	0
ENSMUSG00000104426	0	0	0	0	0	0	0	0
ENSMUSG00000102304	0	0	0	0	0	0	0	0
ENSMUSG00000102195	0	0	0	0	0	0	0	0
ENSMUSG00000104506	0	0	0	0	0	0	0	0
ENSMUSG00002074919	0	0	0	0	0	0	0	0
ENSMUSG00000102913	0	0	0	0	0	0	0	0
ENSMUSG00000103664	0	0	0	0	0	0	0	0
ENSMUSG00000103005	0	0	0	0	0	0	0	0
ENSMUSG00000103752	0	0	0	0	0	0	0	0
ENSMUSG00000102551	0	0	0	0	0	0	0	0
ENSMUSG00000102255	0	0	0	0	0	0	0	0
ENSMUSG00000103365	0	0	0	0	0	0	0	0
ENSMUSG00000103829	0	0	0	0	0	0	0	0
ENSMUSG00000103023	0	0	0	0	0	0	0	0
ENSMUSG00000103689	0	0	0	0	0	0	0	0
ENSMUSG00000094294	0	0	0	0	0	0	0	0
ENSMUSG00000093848	0	0	0	0	0	0	0	0
ENSMUSG00000102429	0	0	0	0	0	0	0	0
ENSMUSG00000102849	0	0	0	0	0	0	0	0
ENSMUSG00000102513	0	0	0	0	0	0	0	0
ENSMUSG00000102966	0	0	0	0	0	0	0	0
ENSMUSG00000104425	0	0	0	0	0	0	0	0
ENSMUSG00000102146	0	0	0	0	0	0	0	0
ENSMUSG00000102159	0	0	0	0	0	0	0	0
ENSMUSG00000102506	0	0	0	0	0	0	0	0
ENSMUSG00000102826	0	0	0	0	0	0	0	0
ENSMUSG00000101796	0	0	0	0	0	0	0	0
ENSMUSG00000101492	0	0	0	0	0	0	0	0
ENSMUSG00000100968	0	0	0	0	0	0	0	0
ENSMUSG00000053211	0	0	0	0	0	0	0	0
ENSMUSG00000069053	0	0	0	0	0	0	0	0
ENSMUSG00000101036	0	0	0	0	0	0	0	0
ENSMUSG00000101107	0	0	0	0	0	0	0	0
ENSMUSG00000101666	0	0	0	0	0	0	0	0
ENSMUSG00000056673	2	0	0	0	0	2	0	0
ENSMUSG00000075874	0	0	0	0	0	0	0	0
ENSMUSG00002076920	0	0	0	0	0	0	0	0
ENSMUSG00000069049	0	0	0	0	0	0	0	0
ENSMUSG00000099876	0	0	0	0	0	0	0	0
ENSMUSG00000068457	0	0	0	0	0	0	0	0
ENSMUSG00000069045	0	0	0	0	0	0	0	0
ENSMUSG00000101059	0	0	0	0	0	0	0	0
ENSMUSG00000099809	0	0	0	0	0	0	0	0
ENSMUSG00000069044	0	0	0	0	0	0	0	0
ENSMUSG00000077793	0	0	0	0	0	0	0	0
ENSMUSG00000100842	0	0	0	0	0	0	0	0
ENSMUSG00000101947	0	0	0	0	0	0	0	0
ENSMUSG00000100619	0	0	0	0	0	0	0	0
ENSMUSG00000100877	0	0	0	0	0	0	0	0
ENSMUSG00000100576	0	0	0	0	0	0	0	0
ENSMUSG00000100326	0	0	0	0	0	0	0	0
ENSMUSG00000100356	0	0	0	0	0	0	0	0
ENSMUSG00000101443	0	0	0	0	0	0	0	0
ENSMUSG00000000103	0	0	0	0	0	0	0	0
ENSMUSG00000099614	0	0	0	0	0	0	0	0
ENSMUSG00000099973	0	0	0	0	0	0	0	0
ENSMUSG00000099888	0	0	0	0	0	0	0	0
ENSMUSG00000100445	0	0	0	0	0	0	0	0
ENSMUSG00000102072	0	0	0	0	0	0	0	0
ENSMUSG00000101290	0	0	0	0	0	0	0	0
ENSMUSG00000100103	0	0	0	0	0	0	0	0
ENSMUSG00002075837	0	0	0	0	0	0	0	0
ENSMUSG00000102120	0	0	0	0	0	0	0	0
ENSMUSG00000099445	0	0	0	0	0	0	0	0
ENSMUSG00000094881	0	0	0	0	0	0	0	0
ENSMUSG00000099748	0	0	0	0	0	0	0	0
ENSMUSG00000069036	0	0	0	0	0	0	0	0
ENSMUSG00000101064	0	0	0	0	0	0	0	0
ENSMUSG00000095573	0	0	0	0	0	0	0	0
ENSMUSG00000101114	0	0	0	0	0	0	0	0
ENSMUSG00000102053	0	0	0	0	0	0	0	0
ENSMUSG00000100700	0	0	0	0	0	0	0	0
ENSMUSG00000101066	0	0	0	0	0	0	0	0
ENSMUSG00000094658	0	0	0	0	0	0	0	0
ENSMUSG00000095852	0	0	0	0	0	0	0	0
ENSMUSG00000100145	0	0	0	0	0	0	0	0
ENSMUSG00000099405	0	0	0	0	0	0	0	0
ENSMUSG00000091987	0	0	0	0	0	0	0	0
ENSMUSG00000099728	0	0	0	0	0	0	0	0
ENSMUSG00000101106	0	0	0	0	0	0	0	0
ENSMUSG00000121282	0	0	0	0	0	0	0	0
ENSMUSG00000101786	0	0	0	0	0	0	0	0
ENSMUSG00000121285	0	0	0	0	0	0	0	0
ENSMUSG00000101444	0	0	0	0	0	0	0	0
ENSMUSG00000121289	0	0	0	0	0	0	0	0
ENSMUSG00000100898	0	0	0	0	0	0	0	0
ENSMUSG00000121290	0	0	0	0	0	0	0	0
ENSMUSG00000102129	0	0	0	0	0	0	0	0
ENSMUSG00000121291	0	0	0	0	0	0	0	0
ENSMUSG00000100379	0	0	0	0	0	0	0	0
ENSMUSG00000121292	0	0	0	0	0	0	0	0
ENSMUSG00000099685	0	0	0	0	0	0	0	0
ENSMUSG00000121293	0	0	0	0	0	0	0	0
ENSMUSG00000100559	0	0	0	0	0	0	0	0
ENSMUSG00000121320	0	0	0	0	0	0	0	0
ENSMUSG00000101326	0	0	0	0	0	0	0	0
ENSMUSG00000121321	0	0	0	0	0	0	0	0
ENSMUSG00000100322	0	0	0	0	0	0	0	0
ENSMUSG00000121323	0	0	0	0	0	0	0	0
ENSMUSG00000100165	0	0	0	0	0	0	0	0
ENSMUSG00000121324	0	0	0	0	0	0	0	0
ENSMUSG00000101177	0	0	0	0	0	0	0	0
ENSMUSG00000121327	0	0	0	0	0	0	0	0
ENSMUSG00000100988	0	0	0	0	0	0	0	0
ENSMUSG00000121328	0	0	0	0	0	0	0	0
ENSMUSG00000101032	0	0	0	0	0	0	0	0
ENSMUSG00000121329	0	0	0	0	0	0	0	0
ENSMUSG00000101202	0	0	0	0	0	0	0	0
ENSMUSG00000121330	0	0	0	0	0	0	0	0
ENSMUSG00000099570	0	0	0	0	0	0	0	0
ENSMUSG00000121332	0	0	0	0	0	0	0	0
ENSMUSG00000101686	0	0	0	0	0	0	0	0
ENSMUSG00000121333	0	0	0	0	0	0	0	0
ENSMUSG00000101164	0	0	0	0	0	0	0	0
ENSMUSG00000121334	0	0	0	0	0	0	0	0
ENSMUSG00000118461	0	0	0	0	0	0	0	0
ENSMUSG00000121343	0	0	0	0	0	0	0	0
ENSMUSG00000102088	0	0	0	0	0	0	0	0
ENSMUSG00000121459	0	0	0	0	0	0	0	0
ENSMUSG00000099684	0	0	0	0	0	0	0	0
ENSMUSG00000121460	0	0	0	0	0	0	0	0
ENSMUSG00000100312	0	0	0	0	0	0	0	0
ENSMUSG00000121461	0	0	0	0	0	0	0	0
ENSMUSG00000091749	0	0	0	0	0	0	0	0
ENSMUSG00000121462	0	0	0	0	0	0	0	0
ENSMUSG00000102170	0	0	0	0	0	0	0	0
ENSMUSG00000095365	0	0	0	0	0	0	0	0
ENSMUSG00000102421	0	0	0	0	0	0	0	0
ENSMUSG00000104032	0	0	0	0	0	0	0	0
ENSMUSG00000102400	0	0	0	0	0	0	0	0
ENSMUSG00000102520	0	0	0	0	0	0	0	0
ENSMUSG00000102726	0	0	0	0	0	0	0	0
ENSMUSG00000102739	0	0	0	0	0	0	0	0
ENSMUSG00000094325	0	0	0	0	0	0	0	0
ENSMUSG00000103757	0	0	0	0	0	0	0	0
ENSMUSG00000103994	0	0	0	0	0	0	0	0
ENSMUSG00000095267	0	0	0	0	0	0	0	0
ENSMUSG00000103917	0	0	0	0	0	0	0	0
ENSMUSG00000104439	0	0	0	0	0	0	0	0
ENSMUSG00000104446	0	0	0	0	0	0	0	0
ENSMUSG00000103514	0	0	0	0	0	0	0	0
ENSMUSG00000102150	0	0	0	0	0	0	0	0
ENSMUSG00000103782	0	0	0	0	0	0	0	0
ENSMUSG00000104050	0	0	0	0	0	0	0	0
ENSMUSG00000102264	0	0	0	0	0	0	0	0
ENSMUSG00000121531	0	0	0	0	0	0	0	0
ENSMUSG00000094161	0	0	0	0	0	0	0	0
ENSMUSG00000096819	0	0	0	0	0	0	0	0
ENSMUSG00000095879	0	0	0	0	0	0	0	0
ENSMUSG00000121532	0	0	0	0	0	0	0	0
ENSMUSG00000104510	0	0	0	0	0	0	0	0
ENSMUSG00000095520	0	0	0	0	0	0	0	0
ENSMUSG00000103602	0	0	0	0	0	0	0	0
ENSMUSG00000102586	0	0	0	0	0	0	0	0
ENSMUSG00000121533	0	0	0	0	0	0	0	0
ENSMUSG00000094135	0	0	0	0	0	0	0	0
ENSMUSG00000103361	0	0	0	0	0	0	0	0
ENSMUSG00000104267	0	0	0	0	0	0	0	0
ENSMUSG00000103352	0	0	0	0	0	0	0	0
ENSMUSG00000102335	0	0	0	0	0	0	0	0
ENSMUSG00000103474	0	0	0	0	0	0	0	0
ENSMUSG00000103468	0	0	0	0	0	0	0	0
ENSMUSG00000093903	0	0	0	0	0	0	0	0
ENSMUSG00000103176	0	0	0	0	0	0	0	0
ENSMUSG00000104522	0	0	0	0	0	0	0	0
ENSMUSG00000102177	0	0	0	0	0	0	0	0
ENSMUSG00000102346	0	0	0	0	0	0	0	0
ENSMUSG00000102174	0	0	0	0	0	0	0	0
ENSMUSG00000102583	0	0	0	0	0	0	0	0
ENSMUSG00000104048	0	0	0	0	0	0	0	0
ENSMUSG00000104404	0	0	0	0	0	0	0	0
ENSMUSG00000102799	0	0	0	0	0	0	0	0
ENSMUSG00000102613	0	0	0	0	0	0	0	0
ENSMUSG00000103524	0	0	0	0	0	0	0	0
ENSMUSG00000121535	0	0	0	0	0	0	0	0
ENSMUSG00000095769	0	0	0	0	0	0	0	0
ENSMUSG00000095759	0	0	0	0	0	0	0	0
ENSMUSG00000095462	0	0	0	0	0	0	0	0
ENSMUSG00000093883	0	0	0	0	0	0	0	0
ENSMUSG00000121534	0	0	0	0	0	0	0	0
ENSMUSG00000121536	0	0	0	0	0	0	0	0
ENSMUSG00000121537	0	0	0	0	0	0	0	0
ENSMUSG00000100564	0	0	0	0	0	0	0	0
ENSMUSG00000101215	0	0	0	0	0	0	0	0
ENSMUSG00000100206	0	0	0	0	0	0	0	0
ENSMUSG00000100765	0	0	0	0	0	0	0	0
ENSMUSG00000101475	0	0	0	0	0	0	0	0
ENSMUSG00000099713	0	0	0	0	0	0	0	0
ENSMUSG00000099831	0	0	0	0	0	0	0	0
ENSMUSG00000101868	0	0	0	0	0	0	0	0
ENSMUSG00000100914	0	0	0	0	0	0	0	0
ENSMUSG00000121538	0	0	0	0	0	0	0	0
ENSMUSG00000121539	0	0	0	0	0	0	0	0
ENSMUSG00000121540	0	0	0	0	0	0	0	0
ENSMUSG00000121541	0	0	0	0	0	0	0	0
ENSMUSG00000095807	0	0	0	0	0	0	0	0
ENSMUSG00000101317	0	0	0	0	0	0	0	0
ENSMUSG00000101244	0	0	0	0	0	0	0	0
ENSMUSG00000100085	0	0	0	0	0	0	0	0
ENSMUSG00000101424	0	0	0	0	0	0	0	0
ENSMUSG00000100264	0	0	0	0	0	0	0	0
ENSMUSG00000100715	0	0	0	0	0	0	0	0
ENSMUSG00000100582	0	0	0	0	0	0	0	0
ENSMUSG00000099551	0	0	0	0	0	0	0	0
ENSMUSG00000096347	0	0	0	0	0	0	0	0
ENSMUSG00000101531	0	0	0	0	0	0	0	0
ENSMUSG00000100425	0	0	0	0	0	0	0	0
ENSMUSG00000101005	0	0	0	0	0	0	0	0
ENSMUSG00000101300	0	0	0	0	0	0	0	0
ENSMUSG00000101426	0	0	0	0	0	0	0	0
ENSMUSG00000121543	0	0	0	0	0	0	0	0
ENSMUSG00000121544	0	0	0	0	0	0	0	0
ENSMUSG00000121545	0	0	0	0	0	0	0	0
ENSMUSG00000121546	0	0	0	0	0	0	0	0
ENSMUSG00000121547	0	0	0	0	0	0	0	0
ENSMUSG00000121548	0	0	0	0	0	0	0	0
ENSMUSG00000121549	0	0	0	0	0	0	0	0
ENSMUSG00000121550	0	0	0	0	0	0	0	0
ENSMUSG00000121551	0	0	0	0	0	0	0	0
ENSMUSG00000121552	0	0	0	0	0	0	0	0
ENSMUSG00000121553	0	0	0	0	0	0	0	0
ENSMUSG00000121554	0	0	0	0	0	0	0	0
ENSMUSG00000121555	0	0	0	0	0	0	0	0
ENSMUSG00000100501	0	0	0	0	0	0	0	0
ENSMUSG00000100083	0	0	0	0	0	0	0	0
ENSMUSG00000101991	0	0	0	0	0	0	0	0
ENSMUSG00000100076	0	0	0	0	0	0	0	0
ENSMUSG00000121557	0	0	0	0	0	0	0	0
ENSMUSG00000121556	0	0	0	0	0	0	0	0
ENSMUSG00000101100	0	0	0	0	0	0	0	0
ENSMUSG00000101744	0	0	0	0	0	0	0	0
ENSMUSG00000099978	0	0	0	0	0	0	0	0
ENSMUSG00000101150	0	0	0	0	0	0	0	0
ENSMUSG00000099595	0	0	0	0	0	0	0	0
ENSMUSG00000100539	0	0	0	0	0	0	0	0
ENSMUSG00000100073	0	0	0	0	0	0	0	0
ENSMUSG00000100223	0	0	0	0	0	0	0	0
ENSMUSG00000100772	0	0	0	0	0	0	0	0
ENSMUSG00000101782	0	0	0	0	0	0	0	0
ENSMUSG00000101155	0	0	0	0	0	0	0	0
ENSMUSG00000100295	0	0	0	0	0	0	0	0
ENSMUSG00000100578	0	0	0	0	0	0	0	0
ENSMUSG00000101245	0	0	0	0	0	0	0	0
ENSMUSG00000121313	0	0	0	0	0	0	0	0
ENSMUSG00000100456	0	0	0	0	0	0	0	0
ENSMUSG00000096122	0	0	0	0	0	0	0	0
ENSMUSG00000101943	0	0	0	0	0	0	0	0
ENSMUSG00000121314	0	0	0	0	0	0	0	0
ENSMUSG00000100724	0	0	0	0	0	0	0	0
ENSMUSG00000099388	0	0	0	0	0	0	0	0
ENSMUSG00000101399	0	0	0	0	0	0	0	0
ENSMUSG00000101350	0	0	0	0	0	0	0	0
ENSMUSG00000100614	0	0	0	0	0	0	0	0
ENSMUSG00000121558	0	0	0	0	0	0	0	0
ENSMUSG00000121559	0	0	0	0	0	0	0	0
ENSMUSG00000121560	0	0	0	0	0	0	0	0
ENSMUSG00000121561	0	0	0	0	0	0	0	0
ENSMUSG00000121562	0	0	0	0	0	0	0	0
ENSMUSG00000121563	0	0	0	0	0	0	0	0
ENSMUSG00000121564	0	0	0	0	0	0	0	0
ENSMUSG00000121565	0	0	0	0	0	0	0	0
ENSMUSG00000121566	0	0	0	0	0	0	0	0
ENSMUSG00000121567	0	0	0	0	0	0	0	0
ENSMUSG00000100278	0	0	0	0	0	0	0	0
ENSMUSG00000100692	0	0	0	0	0	0	0	0
ENSMUSG00000094052	0	0	0	0	0	0	0	0
ENSMUSG00000099530	0	0	0	0	0	0	0	0
ENSMUSG00000099948	0	0	0	0	0	0	0	0
ENSMUSG00000104442	0	0	0	0	0	0	0	0
ENSMUSG00000101440	0	0	0	0	0	0	0	0
ENSMUSG00000103871	0	0	0	0	0	0	0	0
ENSMUSG00000104356	0	0	0	0	0	0	0	0
ENSMUSG00000103802	0	0	0	0	0	0	0	0
ENSMUSG00000104472	0	0	0	0	0	0	0	0
ENSMUSG00000095927	0	0	0	0	0	0	0	0
ENSMUSG00000103347	0	0	0	0	0	0	0	0
ENSMUSG00000104407	0	0	0	0	0	0	0	0
ENSMUSG00000102290	0	0	0	0	0	0	0	0
ENSMUSG00000103612	0	0	0	0	0	0	0	0
ENSMUSG00000102580	0	0	0	0	0	0	0	0
ENSMUSG00000102273	0	0	0	0	0	0	0	0
ENSMUSG00000102294	0	0	0	0	0	0	0	0
ENSMUSG00000103190	0	0	0	0	0	0	0	0
ENSMUSG00000100231	0	0	0	0	0	0	0	0
ENSMUSG00000101469	0	0	0	0	0	0	0	0
ENSMUSG00000095508	0	0	0	0	0	0	0	0
ENSMUSG00000095606	0	0	0	0	0	0	0	0
ENSMUSG00000094570	0	0	0	0	0	0	0	0
ENSMUSG00000100488	0	0	0	0	0	0	0	0
ENSMUSG00000099621	0	0	0	0	0	0	0	0
ENSMUSG00000095867	0	0	0	0	0	0	0	0
ENSMUSG00000100784	0	0	0	0	0	0	0	0
ENSMUSG00000101044	0	0	0	0	0	0	0	0
ENSMUSG00000099670	0	0	0	0	0	0	0	0
ENSMUSG00000099636	0	0	0	0	0	0	0	0
ENSMUSG00000094746	0	0	0	0	0	0	0	0
ENSMUSG00000100494	0	0	0	0	0	0	0	0
ENSMUSG00000101118	0	0	0	0	0	0	0	0
ENSMUSG00000101748	0	0	0	0	0	0	0	0
ENSMUSG00000100064	0	0	0	0	0	0	0	0
ENSMUSG00000095793	0	0	0	0	0	0	0	0
ENSMUSG00000100299	0	0	0	0	0	0	0	0
ENSMUSG00000101127	0	0	0	0	0	0	0	0
ENSMUSG00000096650	0	0	0	0	0	0	0	0
ENSMUSG00000102058	0	0	0	0	0	0	0	0
ENSMUSG00000100034	0	0	0	0	0	0	0	0
ENSMUSG00000099589	0	0	0	0	0	0	0	0
ENSMUSG00000101713	0	0	0	0	0	0	0	0
ENSMUSG00000099531	0	0	0	0	0	0	0	0
ENSMUSG00000100008	0	0	0	0	0	0	0	0
ENSMUSG00000101134	0	0	0	0	0	0	0	0
ENSMUSG00000100537	0	0	0	0	0	0	0	0
ENSMUSG00000094660	0	0	0	0	0	0	0	0
ENSMUSG00000101052	0	0	0	0	0	0	0	0
ENSMUSG00000100881	0	0	0	0	0	0	0	0
ENSMUSG00000101160	0	0	0	0	0	0	0	0
ENSMUSG00000099840	0	0	0	0	0	0	0	0
ENSMUSG00000100951	0	0	0	0	0	0	0	0
ENSMUSG00000101068	0	0	0	0	0	0	0	0
ENSMUSG00000101405	0	0	0	0	0	0	0	0
ENSMUSG00000099633	0	0	0	0	0	0	0	0
ENSMUSG00000100232	0	0	0	0	0	0	0	0
ENSMUSG00000100485	0	0	0	0	0	0	0	0
ENSMUSG00000101484	0	0	0	0	0	0	0	0
ENSMUSG00000100587	0	0	0	0	0	0	0	0
ENSMUSG00000099828	0	0	0	0	0	0	0	0
ENSMUSG00000101158	0	0	0	0	0	0	0	0
ENSMUSG00000101286	0	0	0	0	0	0	0	0
ENSMUSG00000100316	0	0	0	0	0	0	0	0
ENSMUSG00000101284	0	0	0	0	0	0	0	0
ENSMUSG00000100651	0	0	0	0	0	0	0	0
ENSMUSG00000101933	0	0	0	0	0	0	0	0
ENSMUSG00000100647	0	0	0	0	0	0	0	0
ENSMUSG00000099894	0	0	0	0	0	0	0	0
ENSMUSG00000100125	0	0	0	0	0	0	0	0
ENSMUSG00000100915	0	0	0	0	0	0	0	0
ENSMUSG00000096769	0	0	0	0	0	0	0	0
ENSMUSG00000094616	0	0	0	0	0	0	0	0
ENSMUSG00000100653	0	0	0	0	0	0	0	0
ENSMUSG00000094647	0	0	0	0	0	0	0	0
ENSMUSG00000099646	0	0	0	0	0	0	0	0
ENSMUSG00000099535	0	0	0	0	0	0	0	0
ENSMUSG00000101285	0	0	0	0	0	0	0	0
ENSMUSG00000094821	0	0	0	0	0	0	0	0
ENSMUSG00000095979	0	0	0	0	0	0	0	0
ENSMUSG00000101339	0	0	0	0	0	0	0	0
ENSMUSG00000099731	0	0	0	0	0	0	0	0
ENSMUSG00000096902	0	0	0	0	0	0	0	0
ENSMUSG00000101533	0	0	0	0	0	0	0	0
ENSMUSG00000102045	0	0	0	0	0	0	0	0
ENSMUSG00000100407	0	0	0	0	0	0	0	0
ENSMUSG00000095153	0	0	0	0	0	0	0	0
ENSMUSG00000100946	0	0	0	0	0	0	0	0
ENSMUSG00000101851	0	0	0	0	0	0	0	0
ENSMUSG00000099541	0	0	0	0	0	0	0	0
ENSMUSG00000099573	0	0	0	0	0	0	0	0
ENSMUSG00000102104	0	0	0	0	0	0	0	0
ENSMUSG00000100055	0	0	0	0	0	0	0	0
ENSMUSG00000101929	0	0	0	0	0	0	0	0
ENSMUSG00000100708	0	0	0	0	0	0	0	0
ENSMUSG00000101353	0	0	0	0	0	0	0	0
ENSMUSG00000100726	0	0	0	0	0	0	0	0
ENSMUSG00000101200	0	0	0	0	0	0	0	0
ENSMUSG00000099903	0	0	0	0	0	0	0	0
ENSMUSG00000100972	0	0	0	0	0	0	0	0
ENSMUSG00000102019	0	0	0	0	0	0	0	0
ENSMUSG00000101465	0	0	0	0	0	0	0	0
ENSMUSG00000095578	0	0	0	0	0	0	0	0
ENSMUSG00000095135	0	0	0	0	0	0	0	0
ENSMUSG00000100195	0	0	0	0	0	0	0	0
ENSMUSG00000100667	0	0	0	0	0	0	0	0
ENSMUSG00000101653	0	0	0	0	0	0	0	0
ENSMUSG00000100423	0	0	0	0	0	0	0	0
ENSMUSG00000093895	0	0	0	0	0	0	0	0
ENSMUSG00000103371	0	0	0	0	0	0	0	0
ENSMUSG00000103489	0	0	0	0	0	0	0	0
ENSMUSG00000104191	0	0	0	0	0	0	0	0
ENSMUSG00000102492	0	0	0	0	0	0	0	0
ENSMUSG00000100330	0	0	0	0	0	0	0	0
ENSMUSG00000100608	0	0	0	0	0	0	0	0
ENSMUSG00000101250	0	0	0	0	0	0	0	0
ENSMUSG00000100352	0	0	0	0	0	0	0	0
ENSMUSG00000100682	0	0	0	0	0	0	0	0
ENSMUSG00000101915	0	0	0	0	0	0	0	0
ENSMUSG00000099695	0	0	0	0	0	0	0	0
ENSMUSG00000100399	0	0	0	0	0	0	0	0
ENSMUSG00000094789	0	0	0	0	0	0	0	0
ENSMUSG00000100321	0	0	0	0	0	0	0	0
ENSMUSG00000100467	0	0	0	0	0	0	0	0
ENSMUSG00000100338	0	0	0	0	0	0	0	0
ENSMUSG00000099638	0	0	0	0	0	0	0	0
